DATE,STATE,DISTRICT,CITY_TIER,PINCODE_COUNT,AGE_0_5,AGE_5_17,AGE_18_GREATER,TOTAL_POPULATION
2025-09-10,Arunachal Pradesh,Kra Daadi,Tier 3,1,0,3,0,3
2025-09-09,Bihar,Paschim Champaran,Tier 3,2,2,2,0,4
2025-09-13,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Tier 3,2,1,3,0,4
2025-11-25,Nagaland,Tuensang,Tier 3,1,0,0,2,2
2025-12-26,Nagaland,Wokha,Tier 3,1,1,3,0,4
2025-11-17,Mizoram,Lawngtlai,Tier 3,1,0,1,0,1
2025-11-12,Meghalaya,West Garo Hills,Tier 3,6,25,19,8,52
2025-11-17,Tamil Nadu,Ranipet,Tier 3,1,1,0,0,1
2025-11-13,Manipur,Bishnupur,Tier 3,2,4,1,0,5
2025-11-11,Sikkim,Namchi,Tier 3,2,1,1,0,2
2025-12-31,Jammu and Kashmir,Kishtwar,Tier 3,2,23,9,0,32
2025-09-27,Madhya Pradesh,Agar Malwa,Tier 3,3,1,3,0,4
2025-10-27,Manipur,Thoubal,Tier 3,6,6,5,0,11
2025-11-11,Mizoram,Serchhip,Tier 3,1,0,1,0,1
2025-09-21,Chhattisgarh,Janjgir-Champa,Tier 3,1,1,0,0,1
2025-09-28,Karnataka,Ballari,Tier 3,1,1,0,0,1
2025-09-19,Sikkim,West Sikkim,Tier 3,1,2,1,0,3
2025-09-28,Jammu and Kashmir,Ramban,Tier 3,1,2,1,0,3
2025-09-14,Tamil Nadu,Tirupattur,Tier 3,1,1,0,0,1
2025-11-18,Tripura,Sepahijala,Tier 3,5,12,2,0,14
2025-09-15,Manipur,Chandel,Tier 3,3,3,13,0,16
2025-10-27,Meghalaya,Ri Bhoi,Tier 3,3,5,5,0,10
2025-12-27,Rajasthan,Jhalawar,Tier 3,9,32,10,0,42
2025-12-21,Himachal Pradesh,Una,Tier 3,7,9,0,0,9
2025-09-28,Jharkhand,Ramgarh,Tier 3,1,1,0,0,1
2025-09-07,Karnataka,Bengaluru South,Tier 3,3,4,0,0,4
2025-11-01,Haryana,Mahendragarh,Tier 3,3,8,2,0,10
2025-10-29,West Bengal,Alipurduar,Tier 3,2,1,1,0,2
2025-10-22,Chhattisgarh,Mungeli,Tier 3,1,1,0,0,1
2025-12-28,Ladakh,Leh,Tier 3,4,4,2,0,6
2025-09-25,Madhya Pradesh,Niwari,Tier 3,2,2,0,0,2
2025-12-29,Haryana,Charkhi Dadri,Tier 3,4,6,0,0,6
2025-11-13,Nagaland,Tuensang,Tier 3,1,1,0,0,1
2025-11-06,Arunachal Pradesh,Lower Siang,Tier 3,1,1,1,0,2
2025-12-31,Mizoram,Kolasib,Tier 3,1,1,0,0,1
2025-10-23,Karnataka,Ballari,Tier 3,1,1,0,0,1
2025-10-24,Chhattisgarh,Narayanpur,Tier 3,1,2,0,0,2
2025-07-01,Nagaland,Wokha,Tier 3,1,40,191,17,248
2025-07-01,Madhya Pradesh,Satna,Tier 3,1,488,121,20,629
2025-07-01,Gujarat,Valsad,Tier 3,1,581,261,30,872
2025-11-01,Gujarat,Bharuch,Tier 3,1,1,0,0,1
2025-09-21,Gujarat,Gir Somnath,Tier 3,1,1,0,0,1
2025-10-23,Gujarat,Bharuch,Tier 3,1,2,0,0,2
2025-11-04,Assam,Kamrup Metro,Tier 3,1,1,0,0,1
2025-12-24,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Tier 3,3,11,0,0,11
2025-09-21,Madhya Pradesh,Chhatarpur,Tier 3,2,1,1,0,2
2025-10-29,Assam,Dima Hasao,Tier 3,1,1,0,0,1
2025-11-07,Himachal Pradesh,Lahaul and Spiti,Tier 3,1,1,0,0,1
2025-09-20,Tamil Nadu,Kallakurichi,Tier 3,3,3,0,0,3
2025-09-24,Madhya Pradesh,Niwari,Tier 3,1,1,0,0,1
2025-10-22,Gujarat,Gandhinagar,Tier 3,1,1,0,0,1
2025-10-24,Arunachal Pradesh,Siang,Tier 3,2,2,2,0,4
2025-09-14,Chhattisgarh,Sakti,Tier 3,1,1,0,0,1
2025-11-15,Telangana,Peddapalli,Tier 3,6,11,1,0,12
2025-12-29,Meghalaya,East Khasi Hills,Tier 3,4,4,7,0,11
2025-07-01,Madhya Pradesh,Narsinghpur,Tier 3,1,312,189,13,514
2025-12-26,Odisha,Jharsuguda,Tier 3,8,6,2,0,8
2025-10-28,Delhi,New Delhi,Tier 1,1,1,0,0,1
2025-10-24,Madhya Pradesh,Agar Malwa,Tier 3,2,2,0,0,2
2025-11-04,Uttar Pradesh,Unnao,Tier 3,1,1,0,0,1
2025-12-22,Chhattisgarh,Sukma,Tier 3,1,3,0,0,3
2025-11-04,Uttar Pradesh,Sitapur,Tier 3,3,2,1,1,4
2025-09-19,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Tier 3,1,2,1,0,3
2025-11-04,Odisha,Boudh,Tier 3,1,2,0,0,2
2025-11-11,Jammu and Kashmir,Kulgam,Tier 3,2,9,5,0,14
2025-11-07,Arunachal Pradesh,Papum Pare,Tier 3,2,0,2,0,2
2025-10-29,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,Tier 3,2,3,1,0,4
2025-03-09,West Bengal,Dinajpur Uttar,Tier 3,1,26,18,27,71
2025-06-01,Uttar Pradesh,Fatehpur,Tier 3,1,251,344,14,609
2025-09-16,Manipur,Ukhrul,Tier 3,2,7,5,0,12
2025-10-27,Jharkhand,Pakur,Tier 3,3,3,2,0,5
2025-11-12,Arunachal Pradesh,Upper Subansiri,Tier 3,1,0,3,0,3
2025-09-30,Uttar Pradesh,Moradabad,Tier 2,1,0,1,0,1
2025-09-29,Assam,Tinsukia,Tier 3,1,1,0,0,1
2025-09-11,Arunachal Pradesh,Kurung Kumey,Tier 3,1,1,0,0,1
2025-10-22,Bihar,Madhepura,Tier 3,1,1,0,0,1
2025-10-20,Lakshadweep,Lakshadweep,Tier 3,2,2,0,0,2
2025-10-21,Manipur,Tamenglong,Tier 3,1,1,0,0,1
2025-09-19,Arunachal Pradesh,Upper Subansiri,Tier 3,1,1,1,0,2
2025-11-01,Mizoram,Saitual,Tier 3,1,0,1,0,1
2025-11-01,Assam,West Karbi Anglong,Tier 3,1,0,1,0,1
2025-12-25,Mizoram,Lunglei,Tier 3,2,1,1,0,2
2025-11-04,Bihar,Madhepura,Tier 3,2,0,2,0,2
2025-12-15,Sikkim,Mangan,Tier 3,1,1,0,0,1
2025-03-27,Uttar Pradesh,Agra,Tier 2,3,80,86,41,207
2025-09-04,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,1,0,1,0,1
2025-09-26,Meghalaya,South Garo Hills,Tier 3,4,2,9,1,12
2025-11-25,Assam,Tamulpur,Tier 3,1,0,1,0,1
2025-11-17,Meghalaya,Jaintia Hills,Tier 3,3,0,5,20,25
2025-09-29,Punjab,Pathankot,Tier 3,1,1,0,0,1
2025-11-04,Rajasthan,Ajmer,Tier 2,1,1,0,0,1
2025-09-05,Arunachal Pradesh,Kurung Kumey,Tier 3,1,1,0,0,1
2025-09-07,Gujarat,Gandhinagar,Tier 3,1,1,0,0,1
2025-10-24,Chhattisgarh,Koriya,Tier 3,1,0,5,0,5
2025-10-22,Assam,Udalguri,Tier 3,2,1,0,1,2
2025-12-26,Arunachal Pradesh,Kra Daadi,Tier 3,1,0,1,0,1
2025-10-20,Nagaland,Peren,Tier 3,1,0,1,0,1
2025-10-22,Gujarat,Arvalli,Tier 3,1,0,1,0,1
2025-09-08,Mizoram,Kolasib,Tier 3,2,1,0,3,4
2025-11-16,Arunachal Pradesh,Longding,Tier 3,1,2,5,0,7
2025-09-14,Bihar,Buxar,Tier 3,2,1,2,0,3
2025-09-18,Mizoram,Lunglei,Tier 3,2,2,0,0,2
2025-12-23,Manipur,Ukhrul,Tier 3,1,1,0,0,1
2025-10-23,Rajasthan,Dholpur,Tier 3,1,0,1,0,1
2025-10-27,Tripura,South Tripura,Tier 3,3,5,0,0,5
2025-11-07,Arunachal Pradesh,East Kameng,Tier 3,1,0,1,0,1
2025-09-07,Telangana,Nalgonda,Tier 3,2,2,0,0,2
2025-11-15,Nagaland,Tseminyu,Tier 3,1,0,1,0,1
2025-09-28,Madhya Pradesh,Neemuch,Tier 3,2,2,0,0,2
2025-09-21,Dadra and Nagar Haveli and Daman and Diu,Daman,Tier 3,1,1,0,0,1
2025-09-28,Gujarat,Ahmedabad,Tier 1,1,0,1,0,1
2025-09-30,Punjab,Amritsar,Tier 2,3,1,0,2,3
2025-10-16,Mizoram,Serchhip,Tier 3,2,2,1,0,3
2025-12-21,Meghalaya,East Garo Hills,Tier 3,1,3,0,0,3
2025-10-19,Delhi,South East Delhi,Tier 1,1,0,2,0,2
2025-09-28,Assam,Sribhumi,Tier 3,1,1,0,0,1
2025-10-24,Delhi,New Delhi,Tier 1,1,1,0,0,1
2025-10-21,Telangana,Hanumakonda,Tier 3,1,1,0,0,1
2025-11-15,Arunachal Pradesh,Longding,Tier 3,1,1,1,0,2
2025-10-29,Tripura,Gomati,Tier 3,1,1,0,0,1
2025-10-26,Arunachal Pradesh,Longding,Tier 3,1,2,5,0,7
2025-11-09,Assam,Majuli,Tier 3,1,1,1,0,2
2025-12-21,Nagaland,Zunheboto,Tier 3,1,1,0,0,1
2025-11-19,Madhya Pradesh,Burhanpur,Tier 3,4,50,12,1,63
2025-10-22,Bihar,Saran,Tier 3,1,1,0,0,1
2025-09-20,Mizoram,Saiha,Tier 3,2,14,0,0,14
2025-09-24,West Bengal,Kalimpong,Tier 3,2,3,1,0,4
2025-09-14,Jammu and Kashmir,Kupwara,Tier 3,1,1,0,0,1
2025-05-01,Bihar,Arwal,Tier 3,1,43,156,10,209
2025-09-16,Arunachal Pradesh,Kra Daadi,Tier 3,1,0,3,0,3
2025-11-04,Bihar,Darbhanga,Tier 3,1,0,1,0,1
2025-12-27,West Bengal,Jhargram,Tier 3,2,1,0,1,2
2025-11-04,Maharashtra,Nashik,Tier 2,1,1,0,0,1
2025-06-01,Gujarat,Botad,Tier 3,1,289,64,11,364
2025-11-11,Nagaland,Phek,Tier 3,1,0,3,0,3
2025-11-16,Nagaland,Kohima,Tier 3,2,4,1,0,5
2025-09-12,Nagaland,Shamator,Tier 3,1,0,2,0,2
2025-10-25,Jammu and Kashmir,Shopian,Tier 3,1,8,3,0,11
2025-06-01,Uttar Pradesh,Balrampur,Tier 3,1,150,497,16,663
2025-09-04,Arunachal Pradesh,Kamle,Tier 3,1,2,5,0,7
2025-10-21,Rajasthan,Pratapgarh,Tier 3,1,0,2,0,2
2025-09-07,Karnataka,Chikkamagaluru,Tier 3,2,1,1,0,2
2025-11-14,Nagaland,Mokokchung,Tier 3,1,0,1,0,1
2025-03-15,Assam,Nagaon,Tier 3,1,19,15,22,56
2025-06-01,Maharashtra,Buldhana,Tier 3,1,306,51,11,368
2025-07-01,Assam,Dhubri,Tier 3,2,774,306,27,1107
2025-10-27,Madhya Pradesh,Niwari,Tier 3,1,1,0,0,1
2025-10-22,Odisha,Baleshwar,Tier 3,1,1,0,0,1
2025-11-10,Dadra and Nagar Haveli and Daman and Diu,Daman,Tier 3,1,2,0,0,2
2025-09-01,Nagaland,Longleng,Tier 3,1,1,4,0,5
2025-09-25,Manipur,Kakching,Tier 3,1,1,1,0,2
2025-10-15,Arunachal Pradesh,Tawang,Tier 3,1,1,0,0,1
2025-12-28,Madhya Pradesh,Sheopur,Tier 3,5,25,8,0,33
2025-05-01,Delhi,North West Delhi,Tier 1,2,368,251,25,644
2025-09-21,Madhya Pradesh,Barwani,Tier 3,1,1,0,0,1
2025-07-01,Uttar Pradesh,Agra,Tier 2,5,2371,2123,75,4569
2025-05-01,Madhya Pradesh,Gwalior,Tier 2,1,338,108,18,464
2025-09-02,Jharkhand,Khunti,Tier 3,4,11,12,0,23
2025-10-13,Dadra and Nagar Haveli and Daman and Diu,Diu,Tier 3,2,2,0,0,2
2025-12-28,Jammu and Kashmir,Shopian,Tier 3,1,6,0,0,6
2025-09-20,Haryana,Charkhi Dadri,Tier 3,4,7,0,0,7
2025-07-01,Jharkhand,Giridih,Tier 3,2,871,921,27,1819
2025-07-01,Rajasthan,Nagaur,Tier 3,1,870,660,21,1551
2025-09-02,Arunachal Pradesh,Upper Siang,Tier 3,1,0,1,0,1
2025-09-21,Bihar,Sheohar,Tier 3,1,0,2,0,2
2025-09-05,Karnataka,Chitradurga,Tier 3,1,1,0,0,1
2025-09-03,Arunachal Pradesh,Tirap,Tier 3,1,3,0,0,3
2025-09-05,Nagaland,Shamator,Tier 3,1,0,5,0,5
2025-09-29,Chhattisgarh,Dhamtari,Tier 3,1,3,0,0,3
2025-09-05,Nagaland,Tuensang,Tier 3,2,3,8,0,11
2025-09-08,Nagaland,Shamator,Tier 3,1,0,3,0,3
2025-10-18,Manipur,Jiribam,Tier 3,1,0,1,0,1
2025-10-13,Arunachal Pradesh,Namsai,Tier 3,1,1,1,0,2
2025-09-18,Telangana,Narayanpet,Tier 3,9,19,5,0,24
2025-11-16,Andhra Pradesh,Parvathipuram Manyam,Tier 3,3,4,0,0,4
2025-11-17,Telangana,Kamareddy,Tier 3,6,12,0,0,12
2025-11-25,Arunachal Pradesh,East Siang,Tier 3,1,1,3,0,4
2025-10-19,Manipur,Kakching,Tier 3,2,2,3,0,5
2025-11-10,Sikkim,West Sikkim,Tier 3,3,3,0,1,4
2025-09-29,Jammu and Kashmir,Budgam,Tier 3,2,3,0,0,3
2025-11-03,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,Tier 3,1,0,1,0,1
2025-10-25,Madhya Pradesh,Harda,Tier 3,5,14,3,0,17
2025-10-21,Madhya Pradesh,Damoh,Tier 3,1,1,0,0,1
2025-10-27,Gujarat,Mahisagar,Tier 3,1,2,0,0,2
2025-09-30,Telangana,Komaram Bheem,Tier 3,1,1,0,0,1
2025-10-29,Maharashtra,Gadchiroli,Tier 3,3,2,1,0,3
2025-10-19,Arunachal Pradesh,Upper Subansiri,Tier 3,1,1,1,0,2
2025-09-24,Andhra Pradesh,Alluri Sitharama Raju,Tier 3,10,14,2,1,17
2025-10-27,Gujarat,Rajkot,Tier 2,6,6,1,0,7
2025-10-22,Meghalaya,West Khasi Hills,Tier 3,1,0,0,3,3
2025-11-01,Manipur,Ukhrul,Tier 3,1,0,1,0,1
2025-12-15,Nagaland,Tuensang,Tier 3,2,1,3,0,4
2025-10-22,West Bengal,Uttar Dinajpur,Tier 3,1,1,0,0,1
2025-09-30,Nagaland,Mon,Tier 3,4,12,25,0,37
2025-09-07,Uttarakhand,Udham Singh Nagar,Tier 3,7,8,3,0,11
2025-09-22,Tamil Nadu,Chengalpattu,Tier 3,7,10,3,1,14
2025-10-21,Chhattisgarh,Raigarh,Tier 3,1,1,0,0,1
2025-09-30,Kerala,Kasaragod,Tier 3,1,1,0,0,1
2025-09-07,Himachal Pradesh,Hamirpur,Tier 2,1,1,0,0,1
2025-10-21,Rajasthan,Baran,Tier 3,2,1,1,0,2
2025-11-15,Nagaland,Noklak,Tier 3,1,1,5,0,6
2025-10-26,Mizoram,Kolasib,Tier 3,3,3,0,0,3
2025-10-24,Mizoram,Lawngtlai,Tier 3,2,9,0,0,9
2025-10-21,Odisha,Puri,Tier 3,2,2,0,0,2
2025-12-26,Meghalaya,North Garo Hills,Tier 3,2,1,1,0,2
2025-10-24,Jammu and Kashmir,Bandipore,Tier 3,4,15,6,0,21
2025-10-23,West Bengal,Bankura,Tier 3,1,1,0,0,1
2025-11-13,Assam,West Karbi Anglong,Tier 3,1,0,4,0,4
2025-11-19,Arunachal Pradesh,Upper Subansiri,Tier 3,1,0,0,9,9
2025-12-21,Manipur,Tamenglong,Tier 3,2,12,0,0,12
2025-09-29,Telangana,Warangal,Tier 2,6,6,0,0,6
2025-11-18,Rajasthan,Deeg,Tier 3,2,0,4,0,4
2025-05-01,Gujarat,Devbhumi Dwarka,Tier 3,2,167,26,23,216
2025-09-05,Tamil Nadu,Thoothukkudi,Tier 3,2,1,1,0,2
2025-10-20,Nagaland,Longleng,Tier 3,2,1,1,0,2
2025-10-22,Uttar Pradesh,Varanasi,Tier 2,2,2,0,0,2
2025-10-21,Chhattisgarh,Jashpur,Tier 3,1,1,0,0,1
2025-10-23,Madhya Pradesh,Khandwa,Tier 3,1,1,0,0,1
2025-09-14,Chhattisgarh,Kondagaon,Tier 3,1,0,1,0,1
2025-10-21,Mizoram,Serchhip,Tier 3,1,2,0,0,2
2025-06-01,Haryana,Hisar,Tier 3,1,350,46,10,406
2025-10-30,Arunachal Pradesh,East Siang,Tier 3,2,4,4,0,8
2025-11-17,Arunachal Pradesh,West Kameng,Tier 3,1,0,1,0,1
2025-09-29,Bihar,Arwal,Tier 3,3,0,4,0,4
2025-10-28,Mizoram,Mamit,Tier 3,1,1,0,0,1
2025-10-20,Jammu and Kashmir,Ganderbal,Tier 3,3,6,0,0,6
2025-11-13,Mizoram,Lunglei,Tier 3,2,8,1,0,9
2025-10-21,Chhattisgarh,Bilaspur,Tier 2,5,4,2,0,6
2025-09-11,Nagaland,Kiphire,Tier 3,1,0,4,0,4
2025-09-24,Chhattisgarh,Gaurella Pendra Marwahi,Tier 3,1,1,1,0,2
2025-06-01,Assam,Goalpara,Tier 3,1,17,43,20,80
2025-09-25,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,Tier 3,1,0,1,0,1
2025-10-20,Jammu and Kashmir,Shopian,Tier 3,1,1,0,0,1
2025-09-21,Tamil Nadu,Kanyakumari,Tier 3,1,0,1,0,1
2025-09-21,Madhya Pradesh,Sehore,Tier 3,1,1,0,0,1
2025-11-16,Arunachal Pradesh,Lower Dibang Valley,Tier 3,1,0,1,0,1
2025-09-19,Arunachal Pradesh,Anjaw,Tier 3,1,2,1,0,3
2025-10-31,Rajasthan,Deeg,Tier 3,1,2,1,0,3
2025-11-02,Meghalaya,East Garo Hills,Tier 3,1,1,2,0,3
2025-11-04,Haryana,Jhajjar,Tier 3,1,2,0,0,2
2025-11-09,Nagaland,Shamator,Tier 3,1,0,0,2,2
2025-12-25,Mizoram,Lawngtlai,Tier 3,2,4,9,0,13
2025-12-25,Lakshadweep,Lakshadweep,Tier 3,1,1,0,0,1
2025-09-09,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,1,1,0,0,1
2025-09-13,Delhi,New Delhi,Tier 1,2,5,1,0,6
2025-09-10,Arunachal Pradesh,East Kameng,Tier 3,1,0,1,0,1
2025-11-07,Nagaland,Wokha,Tier 3,2,1,1,5,7
2025-09-24,Jammu and Kashmir,Ganderbal,Tier 3,4,8,0,0,8
2025-11-18,Manipur,Churachandpur,Tier 3,5,10,13,0,23
2025-05-01,Gujarat,Gir Somnath,Tier 3,2,181,53,26,260
2025-10-13,Assam,Biswanath,Tier 3,6,7,6,0,13
2025-09-29,Jharkhand,Garhwa,Tier 3,1,3,0,0,3
2025-09-28,Jharkhand,Chatra,Tier 3,1,2,0,0,2
2025-09-29,Nagaland,Wokha,Tier 3,1,0,1,0,1
2025-09-30,Rajasthan,Dausa,Tier 3,1,1,0,0,1
2025-10-16,Nagaland,Mokokchung,Tier 3,2,1,1,0,2
2025-10-18,Madhya Pradesh,Pandhurna,Tier 3,1,1,0,0,1
2025-09-14,Arunachal Pradesh,Pakke Kessang,Tier 3,1,1,0,0,1
2025-09-16,Manipur,Bishnupur,Tier 3,2,4,6,0,10
2025-09-27,Punjab,Malerkotla,Tier 3,1,0,1,0,1
2025-09-17,Chhattisgarh,Sarangarh-Bilaigarh,Tier 3,1,0,0,1,1
2025-12-15,Rajasthan,Deeg ,Tier 3,1,0,1,0,1
2025-09-29,Jammu and Kashmir,Doda,Tier 3,2,2,0,0,2
2025-11-04,Bihar,Arwal,Tier 3,1,1,0,0,1
2025-11-10,Arunachal Pradesh,Longding,Tier 3,2,1,1,0,2
2025-10-31,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,2,4,1,0,5
2025-09-24,Gujarat,Dang,Tier 3,3,17,3,0,20
2025-07-01,Uttar Pradesh,Sambhal,Tier 3,1,339,200,11,550
2025-10-23,Bihar,Begusarai,Tier 3,1,0,0,1,1
2025-09-30,Maharashtra,Jalgaon,Tier 2,4,0,7,0,7
2025-10-20,Assam,Tamulpur,Tier 3,1,1,1,0,2
2025-11-13,Meghalaya,North Garo Hills,Tier 3,2,2,4,0,6
2025-11-04,Himachal Pradesh,Kangra,Tier 3,1,2,0,0,2
2025-09-09,Jammu and Kashmir,Shopian,Tier 3,1,12,4,0,16
2025-09-14,Kerala,Thrissur,Tier 2,1,1,0,0,1
2025-09-14,Jharkhand,Lohardaga,Tier 3,1,1,3,0,4
2025-10-24,Pondicherry,Karaikal,Tier 3,3,3,0,0,3
2025-09-14,Delhi,Central Delhi,Tier 1,3,3,1,0,4
2025-09-15,Meghalaya,South Garo Hills,Tier 3,4,1,15,4,20
2025-10-23,Odisha,Kendrapara,Tier 3,2,0,0,2,2
2025-10-18,Nagaland,Kiphire,Tier 3,1,2,9,1,12
2025-09-01,Arunachal Pradesh,Anjaw,Tier 3,1,2,0,0,2
2025-09-25,Mizoram,Kolasib,Tier 3,2,5,0,0,5
2025-11-08,Delhi,South East Delhi,Tier 1,1,1,0,0,1
2025-09-12,Assam,Majuli,Tier 3,1,1,1,0,2
2025-12-28,Arunachal Pradesh,East Kameng,Tier 3,1,2,0,0,2
2025-09-16,Andaman and Nicobar Islands,Andamans,Tier 3,2,2,0,0,2
2025-09-14,Karnataka,Chamarajanagar,Tier 3,3,2,1,0,3
2025-12-23,Manipur,Jiribam,Tier 3,1,1,0,0,1
2025-09-02,Manipur,Chandel,Tier 3,3,12,28,0,40
2025-09-26,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,Tier 3,1,1,0,0,1
2025-09-06,Madhya Pradesh,Maihar,Tier 3,1,2,0,0,2
2025-07-01,Uttar Pradesh,Pilibhit,Tier 3,2,1622,1108,36,2766
2025-09-07,Assam,Chirang,Tier 3,2,3,0,0,3
2025-11-12,Meghalaya,North Garo Hills,Tier 3,3,3,0,0,3
2025-09-11,Arunachal Pradesh,Upper Subansiri,Tier 3,1,1,2,0,3
2025-09-12,Delhi,South East Delhi,Tier 1,1,4,0,0,4
2025-12-31,Jammu and Kashmir,Ganderbal,Tier 3,2,9,2,0,11
2025-11-16,Mizoram,Hnahthial,Tier 3,1,1,0,0,1
2025-09-13,Himachal Pradesh,Bilaspur,Tier 2,4,5,0,0,5
2025-09-20,Meghalaya,Jaintia Hills,Tier 3,1,0,1,0,1
2025-10-29,Mizoram,Lawngtlai,Tier 3,1,2,0,0,2
2025-12-21,Arunachal Pradesh,Lower Subansiri,Tier 3,1,1,0,0,1
2025-10-22,Jammu and Kashmir,Kishtwar,Tier 3,1,1,0,0,1
2025-10-21,Meghalaya,Eastern West Khasi Hills,Tier 3,1,0,1,0,1
2025-11-02,Arunachal Pradesh,West Kameng,Tier 3,1,1,2,0,3
2025-10-16,Arunachal Pradesh,Changlang,Tier 3,2,8,12,0,20
2025-10-16,Arunachal Pradesh,Upper Subansiri,Tier 3,1,1,1,0,2
2025-10-21,Haryana,Jhajjar,Tier 3,1,1,0,0,1
2025-10-25,Arunachal Pradesh,East Siang,Tier 3,2,3,2,0,5
2025-11-14,Arunachal Pradesh,East Kameng,Tier 3,2,4,0,0,4
2025-10-27,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Tier 3,2,3,0,0,3
2025-09-21,Arunachal Pradesh,Papum Pare,Tier 3,1,0,1,0,1
2025-03-20,Uttar Pradesh,Jaunpur,Tier 3,1,19,103,29,151
2025-07-01,Uttar Pradesh,Sultanpur,Tier 3,2,471,652,41,1164
2025-09-24,Arunachal Pradesh,Siang,Tier 3,1,2,5,0,7
2025-09-07,Tripura,North Tripura,Tier 3,2,1,1,0,2
2025-09-17,Arunachal Pradesh,East Siang,Tier 3,1,0,1,0,1
2025-09-10,Nagaland,Dimapur,Tier 3,3,4,6,2,12
2025-10-17,Nagaland,Zunheboto,Tier 3,1,3,4,1,8
2025-09-19,Arunachal Pradesh,West Siang,Tier 3,2,3,0,0,3
2025-11-18,Arunachal Pradesh,East Kameng,Tier 3,1,0,1,0,1
2025-11-03,Arunachal Pradesh,Lohit,Tier 3,1,0,1,0,1
2025-05-01,Haryana,Gurugram,Tier 3,1,512,143,13,668
2025-09-27,Nagaland,Dimapur,Tier 3,3,2,4,0,6
2025-04-01,Madhya Pradesh,Datia,Tier 3,1,237,55,10,302
2025-06-01,Bihar,Kaimur (Bhabua),Tier 3,1,165,536,10,711
2025-11-01,Lakshadweep,Lakshadweep,Tier 3,2,2,0,0,2
2025-11-18,Manipur,Kakching,Tier 3,1,0,4,0,4
2025-10-19,Madhya Pradesh,Pandhurna,Tier 3,1,2,0,0,2
2025-11-04,Chhattisgarh,Narayanpur,Tier 3,1,2,0,0,2
2025-11-09,Chhattisgarh,Sarangarh-Bilaigarh,Tier 3,1,1,0,0,1
2025-09-20,Dadra and Nagar Haveli and Daman and Diu,Daman,Tier 3,1,1,0,0,1
2025-06-01,Uttar Pradesh,Hathras,Tier 3,1,174,282,12,468
2025-09-05,Delhi,Shahdara,Tier 1,1,5,0,0,5
2025-03-20,Assam,Bongaigaon,Tier 3,1,25,33,31,89
2025-04-01,Bihar,Vaishali,Tier 3,1,270,217,10,497
2025-11-04,Uttarakhand,Chamoli,Tier 3,1,1,0,0,1
2025-09-14,Tamil Nadu,Erode,Tier 2,1,1,0,0,1
2025-11-11,Arunachal Pradesh,Lohit,Tier 3,1,0,1,0,1
2025-11-18,Arunachal Pradesh,Kra Daadi,Tier 3,1,1,1,0,2
2025-09-09,Nagaland,Wokha,Tier 3,1,2,8,0,10
2025-09-14,Uttarakhand,Almora,Tier 3,1,1,0,0,1
2025-11-04,Telangana,Karimnagar,Tier 2,1,1,0,0,1
2025-10-21,Madhya Pradesh,Anuppur,Tier 3,1,1,0,0,1
2025-10-25,Andhra Pradesh,Anantapur,Tier 3,175,257,17,0,274
2025-10-19,Karnataka,Tumakuru,Tier 3,74,139,2,1,142
2025-10-17,Telangana,Warangal,Tier 2,117,203,43,0,246
2025-10-15,Maharashtra,Mumbai,Tier 1,174,347,124,13,484
2025-12-23,West Bengal,Bardhaman,Tier 2,95,164,3,0,167
2025-09-09,Andhra Pradesh,Anantapur,Tier 3,89,134,8,0,142
2025-10-30,Andhra Pradesh,Anantapur,Tier 3,174,371,33,0,404
2025-10-29,Odisha,Khordha,Tier 3,31,35,2,0,37
2025-10-19,Telangana,Karimnagar,Tier 2,71,122,20,0,142
2025-10-31,Telangana,Warangal,Tier 2,51,65,18,0,83
2025-12-22,Telangana,Khammam,Tier 3,49,103,0,0,103
2025-10-27,Telangana,Hyderabad,Tier 1,76,178,46,4,228
2025-12-27,Gujarat,Surendranagar,Tier 3,32,79,6,13,98
2025-10-15,Andhra Pradesh,Anantapur,Tier 3,84,112,6,0,118
2025-11-03,Maharashtra,Mumbai,Tier 1,105,136,55,0,191
2025-10-16,Maharashtra,Raigarh,Tier 3,37,54,9,0,63
2025-11-10,Tamil Nadu,Virudhunagar,Tier 3,35,67,7,0,74
2025-11-25,Karnataka,Mysuru,Tier 2,67,136,4,10,150
2025-11-18,Maharashtra,Ahmednagar,Tier 3,60,106,20,0,126
2025-12-23,Karnataka,Chikkamagaluru,Tier 3,25,36,0,0,36
2025-12-31,Telangana,Medak,Tier 3,68,116,33,0,149
2025-12-23,Karnataka,Vijayapura,Tier 2,68,147,0,0,147
2025-12-27,Bihar,Darbhanga,Tier 3,45,125,93,0,218
2025-11-12,Telangana,Hyderabad,Tier 1,71,203,46,4,253
