DATE,STATE,DISTRICT,CITY_TIER,PINCODE_COUNT,DEMO_AGE_5_17,DEMO_AGE_17_PLUS,TOTAL_DEMO_COUNT
2025-10-16,Chhattisgarh,Bemetara,Tier 3,6,20,474,494
2025-11-29,Assam,Hojai,Tier 3,5,18,129,147
2025-10-23,Madhya Pradesh,Shivpuri,Tier 3,8,6,21,27
2025-10-20,Manipur,Bishnupur,Tier 3,2,22,354,376
2025-10-24,Uttarakhand,Haridwar,Tier 3,15,33,410,443
2025-05-01,Madhya Pradesh,Sagar,Tier 3,7,1276,9920,11196
2025-12-02,Madhya Pradesh,Barwani,Tier 3,8,57,411,468
2025-12-19,Telangana,Nirmal,Tier 3,12,55,451,506
2025-09-10,Arunachal Pradesh,Changlang,Tier 3,4,11,43,54
2025-11-16,Tripura,Sepahijala,Tier 3,2,2,44,46
2025-11-25,Gujarat,Botad,Tier 3,6,3,18,21
2025-11-25,Madhya Pradesh,Khargone,Tier 3,14,15,101,116
2025-11-29,Punjab,Malerkotla,Tier 3,3,2,44,46
2025-09-09,Manipur,Ukhrul,Tier 3,3,10,56,66
2025-11-27,Madhya Pradesh,Alirajpur,Tier 3,7,29,157,186
2025-12-21,Uttar Pradesh,Lalitpur,Tier 3,11,18,154,172
2025-12-20,Punjab,Mansa,Tier 3,6,3,50,53
2025-12-26,Jharkhand,Palamu,Tier 3,12,82,431,513
2025-10-24,Meghalaya,Jaintia Hills,Tier 3,6,21,157,178
2025-10-24,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Tier 3,6,0,38,38
2025-09-08,Sikkim,Gangtok,Tier 3,9,7,129,136
2025-12-01,Madhya Pradesh,Mandsaur,Tier 3,8,24,173,197
2025-12-19,Rajasthan,Hanumangarh,Tier 3,15,65,647,712
2025-11-28,Jharkhand,Simdega,Tier 3,7,34,365,399
2025-11-28,Manipur,Thoubal,Tier 3,6,87,306,393
2025-12-23,Mizoram,Aizawl,Tier 3,8,5,38,43
2025-09-01,Bihar,Sheohar,Tier 3,4,28,308,336
2025-09-14,Assam,Dima Hasao,Tier 3,4,0,9,9
2025-10-15,Jammu and Kashmir,Budgam,Tier 3,8,24,119,143
2025-09-10,Ladakh,Kargil,Tier 3,7,5,38,43
2025-05-01,Maharashtra,Thane,Tier 3,5,3233,23714,26947
2025-05-01,Jammu and Kashmir,Pulwama,Tier 3,2,372,1454,1826
2025-03-01,Madhya Pradesh,Singrauli,Tier 3,8,925,7434,8359
2025-11-06,Maharashtra,Gondiya,Tier 3,13,43,1679,1722
2025-09-08,Rajasthan,Deeg,Tier 3,4,2,7,9
2025-10-24,Uttar Pradesh,Hapur,Tier 3,4,17,160,177
2025-12-05,Karnataka,Chikkamagaluru,Tier 3,26,11,182,193
2025-10-30,Chhattisgarh,Uttar Bastar Kanker,Tier 3,12,13,153,166
2025-09-01,Jammu and Kashmir,Bandipore,Tier 3,3,20,106,126
2025-09-02,Jammu and Kashmir,Kulgam,Tier 3,4,17,64,81
2025-11-08,Tripura,Khowai,Tier 3,5,4,12,16
2025-11-15,Meghalaya,Ri Bhoi,Tier 3,4,8,40,48
2025-12-09,Tamil Nadu,Sivaganga,Tier 3,13,30,168,198
2025-10-24,Maharashtra,Washim,Tier 3,11,10,181,191
2025-10-22,Himachal Pradesh,Bilaspur,Tier 2,2,0,2,2
2025-10-26,Manipur,Imphal East,Tier 3,7,185,1203,1388
2025-10-23,Bihar,Banka,Tier 3,11,6,42,48
2025-12-13,Odisha,Kalahandi,Tier 3,7,15,79,94
2025-10-31,Madhya Pradesh,Niwari,Tier 3,7,1,14,15
2025-09-09,Himachal Pradesh,Kinnaur,Tier 3,6,0,20,20
2025-11-14,Arunachal Pradesh,Longding,Tier 3,3,4,15,19
2025-12-19,Jharkhand,Chatra,Tier 3,5,45,253,298
2025-11-28,Meghalaya,Ri Bhoi,Tier 3,5,3,37,40
2025-11-28,Uttar Pradesh,Shrawasti,Tier 3,6,37,645,682
2025-12-25,Odisha,Jagatsinghpur,Tier 3,13,10,130,140
2025-10-31,Punjab,Barnala,Tier 3,9,4,241,245
2025-12-05,Assam,Dima Hasao,Tier 3,5,8,24,32
2025-11-05,Uttar Pradesh,Kushinagar,Tier 3,8,95,611,706
2025-10-22,Chhattisgarh,Balod,Tier 3,3,5,2,7
2025-12-11,Jharkhand,Khunti,Tier 3,7,14,182,196
2025-12-19,Rajasthan,Deeg ,Tier 3,7,1,15,16
2025-12-15,Jharkhand,Pakur,Tier 3,3,16,138,154
2025-11-29,Tripura,Unakoti,Tier 3,4,4,14,18
2025-12-23,Punjab,Sri Muktsar Sahib,Tier 3,13,7,295,302
2025-10-20,Sikkim,West Sikkim,Tier 3,2,0,5,5
2025-11-08,Chhattisgarh,Dantewada,Tier 3,7,35,129,164
2025-11-04,Mizoram,Mamit,Tier 3,5,0,17,17
2025-10-26,Gujarat,Dahod,Tier 2,10,12,272,284
2025-10-26,Andhra Pradesh,Alluri Sitharama Raju,Tier 3,16,11,121,132
2025-10-25,Jharkhand,Lohardaga,Tier 3,5,4,44,48
2025-10-22,Tamil Nadu,Nagapattinam,Tier 3,4,2,4,6
2025-11-03,Jharkhand,Khunti,Tier 3,6,22,266,288
2025-11-03,Telangana,Suryapet,Tier 3,10,36,369,405
2025-11-01,West Bengal,Kalimpong,Tier 3,6,6,32,38
2025-11-02,Delhi,Shahdara,Tier 1,3,2,57,59
2025-10-26,Assam,Majuli,Tier 3,3,2,26,28
2025-10-26,Jammu and Kashmir,Jammu,Tier 2,20,20,388,408
2025-10-26,Assam,Marigaon,Tier 3,8,40,239,279
2025-11-12,Chhattisgarh,Jashpur,Tier 3,5,25,248,273
2025-11-02,Madhya Pradesh,Tikamgarh,Tier 3,9,23,60,83
2025-11-02,Arunachal Pradesh,Upper Siang,Tier 3,2,3,2,5
2025-11-09,Maharashtra,Gadchiroli,Tier 3,8,11,198,209
2025-11-04,Manipur,Imphal East,Tier 3,8,267,2092,2359
2025-11-02,Rajasthan,Deeg ,Tier 3,4,2,15,17
2025-11-08,Jammu and Kashmir,Pulwama,Tier 3,8,10,107,117
2025-11-10,Bihar,Sheikhpura,Tier 3,3,7,59,66
2025-11-17,Rajasthan,Pratapgarh,Tier 3,7,16,248,264
2025-11-11,Odisha,Boudh,Tier 3,8,13,109,122
2025-11-06,Himachal Pradesh,Kinnaur,Tier 3,8,12,22,34
2025-11-18,Uttar Pradesh,Bhadohi,Tier 3,12,38,467,505
2025-12-01,Assam,Dima Hasao,Tier 3,5,2,47,49
2025-11-11,Telangana,Vikarabad,Tier 3,14,57,413,470
2025-12-11,Jammu and Kashmir,Ramban,Tier 3,4,20,93,113
2025-12-05,Gujarat,Devbhumi Dwarka,Tier 3,6,4,24,28
2025-12-06,Gujarat,Dahod,Tier 2,14,36,293,329
2025-12-06,Uttar Pradesh,Mahoba,Tier 3,5,9,137,146
2025-12-09,Tripura,Unakoti,Tier 3,5,11,43,54
2025-12-12,Bihar,Nalanda,Tier 3,23,182,1458,1640
2025-12-12,Bihar,Rohtas,Tier 3,24,162,1742,1904
2025-11-10,Jammu and Kashmir,Samba,Tier 3,7,12,47,59
2025-04-01,Tamil Nadu,Madurai,Tier 2,3,380,2914,3294
2025-03-01,Chhattisgarh,Balod,Tier 3,7,827,10913,11740
2025-09-04,Arunachal Pradesh,Namsai,Tier 3,3,6,33,39
2025-09-05,Manipur,Thoubal,Tier 3,8,61,659,720
2025-10-27,Bihar,Paschim Champaran,Tier 3,2,0,3,3
2025-10-23,Maharashtra,Dharashiv,Tier 3,8,0,23,23
2025-11-04,Gujarat,Morbi,Tier 3,3,1,14,15
2025-10-24,Jharkhand,Lohardaga,Tier 3,7,9,168,177
2025-09-11,Tripura,Gomati,Tier 3,4,4,18,22
2025-09-17,Bihar,Kaimur (Bhabua),Tier 3,6,35,362,397
2025-11-19,Himachal Pradesh,Bilaspur,Tier 2,15,8,42,50
2025-11-03,Jammu and Kashmir,Kulgam,Tier 3,2,10,33,43
2025-11-04,Meghalaya,South West Khasi Hills,Tier 3,3,3,21,24
2025-10-18,Chhattisgarh,Mungeli,Tier 3,2,19,270,289
2025-10-26,Madhya Pradesh,Singrauli,Tier 3,11,55,597,652
2025-10-19,Chhattisgarh,Balod,Tier 3,6,7,39,46
2025-10-26,Odisha,Boudh,Tier 3,8,24,131,155
2025-10-24,Madhya Pradesh,Katni,Tier 3,13,27,271,298
2025-12-05,Chhattisgarh,Dhamtari,Tier 3,8,25,233,258
2025-12-14,Nagaland,Mon,Tier 3,4,3,23,26
2025-11-17,Tripura,Unakoti,Tier 3,5,6,23,29
2025-10-21,Uttar Pradesh,Budaun,Tier 3,10,16,63,79
2025-09-10,Rajasthan,Jaisalmer,Tier 3,6,4,92,96
2025-12-14,Madhya Pradesh,Barwani,Tier 3,7,67,316,383
2025-12-13,Assam,Biswanath,Tier 3,12,12,122,134
2025-10-28,Uttar Pradesh,Mathura,Tier 2,10,42,270,312
2025-10-28,Rajasthan,Pratapgarh,Tier 3,7,7,92,99
2025-12-19,Uttar Pradesh,Mirzapur,Tier 3,12,45,485,530
2025-10-27,Gujarat,Jamnagar,Tier 2,19,9,69,78
2025-11-29,Assam,Lakhimpur,Tier 3,8,11,115,126
2025-11-01,Uttar Pradesh,Rampur,Tier 3,9,79,867,946
2025-12-29,Gujarat,Chhotaudepur,Tier 3,10,16,67,83
2025-09-07,Maharashtra,Latur,Tier 3,8,2,30,32
2025-09-07,Jharkhand,Garhwa,Tier 3,6,0,40,40
2025-09-09,Chhattisgarh,Manendragarh-Chirmiri-Bharatpur,Tier 3,2,3,20,23
2025-12-24,Haryana,Nuh,Tier 3,2,6,101,107
2025-11-03,Uttar Pradesh,Sambhal,Tier 3,7,20,169,189
2025-10-15,Chhattisgarh,Bastar,Tier 3,7,28,561,589
2025-09-02,Uttar Pradesh,Etawah,Tier 3,9,94,420,514
2025-11-08,Mizoram,Champhai,Tier 3,3,1,11,12
2025-10-15,Jharkhand,Koderma,Tier 3,6,20,184,204
2025-10-17,Maharashtra,Washim,Tier 3,8,16,321,337
2025-10-24,Odisha,Nuapada,Tier 3,7,62,295,357
2025-10-23,Madhya Pradesh,Agar Malwa,Tier 3,3,0,5,5
2025-10-23,Odisha,Bargarh,Tier 3,8,3,12,15
2025-11-17,Jharkhand,Simdega,Tier 3,5,3,110,113
2025-12-10,Nagaland,Chumukedima,Tier 3,3,0,7,7
2025-12-09,Uttar Pradesh,Siddharthnagar,Tier 3,8,67,743,810
2025-12-22,Haryana,Panipat,Tier 3,12,18,293,311
2025-10-31,Mizoram,Lawngtlai,Tier 3,3,5,11,16
2025-12-13,Madhya Pradesh,Neemuch,Tier 3,13,38,256,294
2025-12-14,Nagaland,Dimapur,Tier 3,4,5,32,37
2025-10-21,Jammu and Kashmir,Kishtwar,Tier 3,3,1,5,6
2025-12-02,Nagaland,Tuensang,Tier 3,6,3,65,68
2025-10-29,Delhi,North East Delhi,Tier 1,4,36,365,401
2025-11-06,Uttar Pradesh,Pilibhit,Tier 3,7,52,350,402
2025-03-01,Chhattisgarh,Sakti,Tier 3,3,99,789,888
2025-09-10,Delhi,New Delhi,Tier 1,4,8,15,23
2025-09-12,Meghalaya,North Garo Hills,Tier 3,5,4,61,65
2025-11-13,Chhattisgarh,Bastar,Tier 3,4,51,336,387
2025-11-27,Madhya Pradesh,Sidhi,Tier 3,7,47,452,499
2025-11-27,Arunachal Pradesh,Tirap,Tier 3,4,2,8,10
2025-10-29,Telangana,Narayanpet,Tier 3,4,0,16,16
2025-11-06,Chhattisgarh,Bastar,Tier 3,5,58,220,278
2025-11-04,Uttar Pradesh,Etawah,Tier 3,10,23,360,383
2025-10-15,Punjab,Malerkotla,Tier 3,2,1,38,39
2025-11-11,Telangana,Jayashankar Bhupalpally,Tier 3,6,10,92,102
2025-10-25,Arunachal Pradesh,Papum Pare,Tier 3,8,11,55,66
2025-12-07,Meghalaya,Ri Bhoi,Tier 3,3,2,5,7
2025-12-10,Manipur,Churachandpur,Tier 3,4,15,67,82
2025-12-12,Nagaland,Chumukedima,Tier 3,5,2,19,21
2025-11-28,Delhi,North Delhi,Tier 1,4,42,429,471
2025-09-01,Jammu and Kashmir,Ganderbal,Tier 3,3,4,34,38
2025-11-02,Gujarat,Chhotaudepur,Tier 3,9,8,33,41
2025-10-26,Jammu and Kashmir,Pulwama,Tier 3,5,28,158,186
2025-10-26,Gujarat,Botad,Tier 3,2,2,5,7
2025-11-18,Madhya Pradesh,Harda,Tier 3,5,9,76,85
2025-11-02,Chhattisgarh,Bastar,Tier 3,9,37,44,81
2025-10-23,Kerala,Wayanad,Tier 3,7,3,14,17
2025-10-22,Uttarakhand,Dehradun,Tier 2,5,1,17,18
2025-11-19,Jammu and Kashmir,Doda,Tier 3,13,16,180,196
2025-11-12,Assam,Chirang,Tier 3,6,2,96,98
2025-11-04,Chhattisgarh,Sukma,Tier 3,4,20,166,186
2025-12-01,Manipur,Imphal West,Tier 3,9,99,485,584
2025-12-01,Odisha,Rayagada,Tier 3,4,8,64,72
2025-11-07,Chhattisgarh,Surguja,Tier 3,9,115,710,825
2025-12-09,Tamil Nadu,Tirunelveli,Tier 2,26,64,346,410
2025-11-11,Gujarat,Chhotaudepur,Tier 3,12,21,49,70
2025-12-04,Jammu and Kashmir,Kishtwar,Tier 3,3,7,56,63
2025-12-15,Uttarakhand,Uttarkashi,Tier 3,9,22,135,157
2025-12-12,Assam,Kamrup Metro,Tier 3,27,23,291,314
2025-04-01,Madhya Pradesh,Indore,Tier 2,7,2010,14843,16853
2025-05-01,Andhra Pradesh,Palnadu,Tier 3,4,583,3170,3753
2025-09-06,Assam,Charaideo,Tier 3,9,13,165,178
2025-10-25,Madhya Pradesh,Dewas,Tier 3,10,12,186,198
2025-12-03,Assam,Charaideo,Tier 3,6,4,109,113
2025-11-03,Himachal Pradesh,Kinnaur,Tier 3,4,1,6,7
2025-12-01,Rajasthan,Phalodi,Tier 3,3,0,4,4
2025-12-02,Jharkhand,Khunti,Tier 3,5,17,145,162
2025-11-06,Manipur,Churachandpur,Tier 3,7,57,569,626
2025-10-22,Madhya Pradesh,Jabalpur,Tier 2,5,1,9,10
2025-05-01,Haryana,Panchkula,Tier 3,3,752,3238,3990
2025-12-02,Jammu and Kashmir,Kulgam,Tier 3,3,26,137,163
2025-11-16,Punjab,Fatehgarh Sahib,Tier 3,6,2,16,18
2025-12-18,Nagaland,Dimapur,Tier 3,3,0,5,5
2025-11-13,Manipur,Imphal East,Tier 3,2,6,90,96
2025-10-27,Maharashtra,Wardha,Tier 3,6,1,54,55
2025-09-07,Chhattisgarh,Balrampur,Tier 3,3,8,84,92
2025-09-09,Madhya Pradesh,Agar Malwa,Tier 3,5,8,57,65
2025-11-26,Punjab,Pathankot,Tier 3,8,0,41,41
2025-11-27,Uttar Pradesh,Amroha,Tier 3,11,51,1857,1908
2025-12-21,Assam,West Karbi Anglong,Tier 3,6,0,23,23
2025-12-24,Maharashtra,Nandurbar,Tier 3,8,3,52,55
2025-11-13,Jharkhand,Pakur,Tier 3,5,19,136,155
2025-12-08,Madhya Pradesh,Maihar,Tier 3,6,1,34,35
2025-12-05,Chhattisgarh,Uttar Bastar Kanker,Tier 3,7,39,538,577
2025-10-25,Madhya Pradesh,Sagar,Tier 3,19,29,422,451
2025-12-05,Arunachal Pradesh,Changlang,Tier 3,3,2,23,25
2025-09-17,Meghalaya,West Khasi Hills,Tier 3,2,16,92,108
2025-12-08,Madhya Pradesh,Mauganj,Tier 3,7,1,43,44
2025-09-14,Assam,Kokrajhar,Tier 3,10,5,37,42
2025-10-13,Madhya Pradesh,Narsinghpur,Tier 3,12,14,87,101
2025-10-22,Uttar Pradesh,Aligarh,Tier 2,6,8,8,16
2025-10-25,Nagaland,Dimapur,Tier 3,5,5,43,48
2025-11-07,Uttar Pradesh,Auraiya,Tier 3,8,21,216,237
2025-11-07,Telangana,Vikarabad,Tier 3,5,22,165,187
2025-11-10,Jharkhand,Seraikela-Kharsawan,Tier 3,10,22,331,353
2025-12-01,Odisha,Boudh,Tier 3,5,17,69,86
2025-12-09,Uttar Pradesh,Kasganj,Tier 3,2,3,115,118
2025-12-11,Uttar Pradesh,Kanpur Dehat,Tier 3,10,55,602,657
2025-12-11,Uttarakhand,Bageshwar,Tier 3,8,4,82,86
2025-11-17,Arunachal Pradesh,Siang,Tier 3,2,1,10,11
2025-12-09,Rajasthan,Sawai Madhopur,Tier 3,9,36,264,300
2025-12-09,Tamil Nadu,Tirupattur,Tier 3,3,4,26,30
2025-12-19,Madhya Pradesh,Alirajpur,Tier 3,7,27,219,246
2025-12-11,Manipur,Bishnupur,Tier 3,3,34,110,144
2025-12-12,Assam,Hojai,Tier 3,9,33,318,351
2025-04-01,Rajasthan,Tonk,Tier 3,2,892,5394,6286
2025-09-01,Arunachal Pradesh,West Kameng,Tier 3,7,32,43,75
2025-09-03,Chhattisgarh,Sarangarh-Bilaigarh,Tier 3,5,3,58,61
2025-09-18,Uttar Pradesh,Pilibhit,Tier 3,8,106,1168,1274
2025-10-22,Tamil Nadu,Tiruvannamalai,Tier 2,5,4,8,12
2025-11-04,Chhattisgarh,Sarangarh-Bilaigarh,Tier 3,4,0,6,6
2025-09-09,Meghalaya,North Garo Hills,Tier 3,5,1,52,53
2025-09-14,Andhra Pradesh,Eluru,Tier 3,5,6,15,21
2025-09-13,Chhattisgarh,Balrampur,Tier 3,3,12,349,361
2025-11-08,Assam,West Karbi Anglong,Tier 3,3,0,18,18
2025-12-16,Chhattisgarh,Sarangarh-Bilaigarh,Tier 3,7,13,157,170
2025-12-16,Arunachal Pradesh,Tawang,Tier 3,2,2,14,16
2025-11-06,Mizoram,Kolasib,Tier 3,4,2,47,49
2025-11-17,Rajasthan,Sawai Madhopur,Tier 3,9,9,120,129
2025-11-07,Haryana,Mahendragarh,Tier 3,5,15,187,202
2025-12-02,Assam,Bajali,Tier 3,5,0,11,11
2025-12-20,Uttar Pradesh,Bhadohi,Tier 3,11,62,412,474
2025-11-26,Maharashtra,Akola,Tier 2,21,32,765,797
2025-11-27,Bihar,Arwal,Tier 3,11,34,496,530
2025-09-17,Nagaland,Tuensang,Tier 3,4,4,65,69
2025-11-19,Andaman and Nicobar Islands,Andamans,Tier 3,10,8,77,85
2025-12-28,Jharkhand,Simdega,Tier 3,4,8,18,26
2025-12-11,Telangana,Yadadri,Tier 3,13,40,296,336
2025-12-25,Maharashtra,Washim,Tier 3,9,16,170,186
2025-11-09,Punjab,Rupnagar,Tier 3,4,0,9,9
2025-12-16,Jharkhand,Seraikela-Kharsawan,Tier 3,14,32,349,381
2025-12-29,Maharashtra,Gondiya,Tier 3,6,10,246,256
2025-12-12,Karnataka,Vijayapura,Tier 2,49,161,1101,1262
2025-12-29,Jharkhand,Simdega,Tier 3,5,14,136,150
2025-12-09,Uttar Pradesh,Gautam Buddha Nagar,Tier 3,9,29,403,432
2025-12-09,Madhya Pradesh,Seoni,Tier 3,9,27,172,199
2025-11-27,Jammu and Kashmir,Poonch,Tier 3,4,24,124,148
2025-11-10,Chhattisgarh,Sarangarh-Bilaigarh,Tier 3,6,11,138,149
2025-04-01,Jammu and Kashmir,Kupwara,Tier 3,3,1782,8166,9948
2025-11-12,Bihar,Jehanabad,Tier 3,8,38,249,287
2025-10-15,Chhattisgarh,Gaurela-pendra-marwahi,Tier 3,3,14,70,84
2025-11-17,Sikkim,Namchi,Tier 3,3,0,4,4
2025-11-03,Uttar Pradesh,Barabanki,Tier 3,24,116,1390,1506
2025-10-23,Delhi,North Delhi,Tier 1,3,3,19,22
2025-12-03,Nagaland,Zunheboto,Tier 3,2,3,19,22
2025-12-15,Bihar,Sheikhpura,Tier 3,4,11,97,108
2025-12-16,Assam,Dima Hasao,Tier 3,5,4,45,49
2025-09-03,Chhattisgarh,Dantewada,Tier 3,7,8,76,84
2025-12-04,Jharkhand,Chatra,Tier 3,7,81,623,704
2025-12-04,Ladakh,Kargil,Tier 3,7,26,82,108
2025-09-02,Ladakh,Kargil,Tier 3,6,10,31,41
2025-09-15,Ladakh,Leh,Tier 3,5,0,15,15
2025-12-08,Mizoram,Mamit,Tier 3,5,11,37,48
2025-12-07,Odisha,Jagatsinghpur,Tier 3,21,29,101,130
2025-12-09,Madhya Pradesh,Alirajpur,Tier 3,6,34,248,282
2025-12-09,Madhya Pradesh,Dhar,Tier 3,14,72,646,718
2025-12-13,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Tier 3,4,3,50,53
2025-12-19,Uttar Pradesh,Mahoba,Tier 3,8,17,232,249
2025-12-18,Chhattisgarh,Sukma,Tier 3,2,0,9,9
2025-12-18,Goa,North Goa,Tier 3,8,0,13,13
2025-12-12,Manipur,Kakching,Tier 3,2,2,36,38
2025-12-21,Tripura,Sepahijala,Tier 3,6,8,192,200
2025-12-19,Rajasthan,Didwana-Kuchaman,Tier 3,6,2,14,16
2025-11-25,Uttar Pradesh,Hapur,Tier 3,7,9,119,128
2025-11-27,Madhya Pradesh,Niwari,Tier 3,4,1,8,9
2025-12-23,Madhya Pradesh,Neemuch,Tier 3,10,38,264,302
2025-12-23,Assam,Majuli,Tier 3,4,11,62,73
2025-12-27,Delhi,Shahdara,Tier 1,4,14,145,159
2025-12-26,Punjab,Faridkot,Tier 3,4,2,48,50
2025-12-26,Punjab,Sangrur,Tier 3,11,18,274,292
2025-12-27,Punjab,Pathankot,Tier 3,7,20,111,131
2025-10-16,Arunachal Pradesh,Siang,Tier 3,2,7,9,16
2025-10-17,Tripura,Unakoti,Tier 3,6,3,29,32
2025-10-17,Uttar Pradesh,Hapur,Tier 3,4,10,103,113
2025-12-12,Chhattisgarh,Khairagarh Chhuikhadan Gandai,Tier 3,5,22,132,154
2025-10-27,Haryana,Sonipat,Tier 3,6,14,171,185
2025-10-31,Jharkhand,Jamtara,Tier 3,3,18,206,224
2025-11-02,Assam,Bajali,Tier 3,3,0,5,5
2025-09-12,Assam,Dima Hasao,Tier 3,5,2,17,19
2025-11-09,Meghalaya,West Garo Hills,Tier 3,2,0,4,4
2025-11-12,Chhattisgarh,Bastar,Tier 3,6,119,889,1008
2025-12-01,Madhya Pradesh,Alirajpur,Tier 3,2,0,10,10
2025-11-25,Chhattisgarh,Sukma,Tier 3,3,7,13,20
2025-12-20,Uttarakhand,Bageshwar,Tier 3,11,8,104,112
2025-12-20,Uttarakhand,Pauri Garhwal,Tier 3,13,14,128,142
2025-11-26,Madhya Pradesh,Katni,Tier 3,9,44,182,226
2025-11-26,Madhya Pradesh,Mandsaur,Tier 3,11,20,186,206
2025-11-27,Manipur,Tamenglong,Tier 3,6,44,225,269
2025-11-28,Jammu and Kashmir,Kulgam,Tier 3,3,18,105,123
2025-10-20,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Tier 3,3,7,14,21
2025-12-21,Rajasthan,Khairthal-Tijara,Tier 3,5,2,43,45
2025-11-27,Uttar Pradesh,Rampur,Tier 3,8,158,2964,3122
2025-12-03,Jharkhand,Garhwa,Tier 3,9,44,413,457
2025-04-01,Rajasthan,Alwar,Tier 3,2,615,4825,5440
2025-10-25,Jharkhand,Khunti,Tier 3,8,22,318,340
2025-12-26,Gujarat,Morbi,Tier 3,7,22,187,209
2025-12-26,Andhra Pradesh,Bapatla,Tier 3,23,8,89,97
2025-12-28,Punjab,Mansa,Tier 3,6,0,27,27
2025-12-29,Assam,Darrang,Tier 3,11,28,232,260
2025-12-29,Jharkhand,Godda,Tier 3,4,12,88,100
2025-12-29,Jharkhand,Latehar,Tier 3,5,22,153,175
2025-12-07,Sikkim,Namchi,Tier 3,6,2,13,15
2025-11-08,Gujarat,Dang,Tier 3,4,9,19,28
2025-12-04,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Tier 3,4,16,101,117
2025-10-24,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Tier 3,3,19,59,78
2025-11-02,Karnataka,Yadgir,Tier 3,6,2,9,11
2025-09-14,Himachal Pradesh,Bilaspur,Tier 2,3,0,6,6
2025-11-04,Jammu and Kashmir,Shopian,Tier 3,2,2,22,24
2025-11-10,Jharkhand,Lohardaga,Tier 3,4,18,89,107
2025-11-09,Assam,Bajali,Tier 3,3,1,6,7
2025-11-10,Delhi,Shahdara,Tier 1,2,3,51,54
2025-12-29,Jammu and Kashmir,Budgam,Tier 3,6,19,132,151
2025-12-23,Madhya Pradesh,Narsinghpur,Tier 3,16,58,304,362
2025-12-03,Meghalaya,Jaintia Hills,Tier 3,6,10,134,144
2025-12-01,Sikkim,Namchi,Tier 3,8,4,100,104
2025-10-23,Himachal Pradesh,Una,Tier 3,2,1,2,3
2025-12-15,Odisha,Nuapada,Tier 3,4,29,136,165
2025-04-01,Andhra Pradesh,YSR Kadapa,Tier 3,2,346,1852,2198
2025-11-19,Andaman and Nicobar Islands,Nicobars,Tier 3,2,0,18,18
2025-12-09,Telangana,Yadadri,Tier 3,6,7,82,89
2025-09-09,Assam,Dima Hasao,Tier 3,7,2,53,55
2025-12-03,Bihar,Sheikhpura,Tier 3,6,8,93,101
2025-06-01,Haryana,Gurugram,Tier 3,4,605,5740,6345
2025-11-12,Ladakh,Leh,Tier 3,3,2,34,36
2025-12-04,Madhya Pradesh,Alirajpur,Tier 3,7,39,245,284
2025-12-05,Delhi,South West Delhi,Tier 1,10,54,474,528
2025-04-01,Maharashtra,Mumbai,Tier 1,5,882,7926,8808
2025-12-05,Haryana,Panchkula,Tier 3,11,16,179,195
2025-12-05,Jammu and Kashmir,Reasi,Tier 3,3,9,35,44
2025-12-06,Jammu and Kashmir,Bandipore,Tier 3,5,29,139,168
2025-12-06,Jammu and Kashmir,Kupwara,Tier 3,5,56,168,224
2025-12-09,Madhya Pradesh,Balaghat,Tier 3,14,58,239,297
2025-12-12,Chhattisgarh,Surajpur,Tier 3,10,89,799,888
2025-12-12,Bihar,Kishanganj,Tier 3,6,46,694,740
2025-12-14,Madhya Pradesh,Panna,Tier 3,7,23,110,133
2025-12-24,Chhattisgarh,Balod,Tier 3,7,103,317,420
2025-12-27,Chhattisgarh,Balrampur,Tier 3,7,51,524,575
2025-05-01,Uttar Pradesh,Ghaziabad,Tier 2,3,1354,11888,13242
2025-07-01,Karnataka,Bidar,Tier 3,2,309,1778,2087
2025-09-06,Jammu and Kashmir,Pulwama,Tier 3,4,6,25,31
2025-09-17,Madhya Pradesh,Umaria,Tier 3,7,35,326,361
2025-10-16,Chhattisgarh,Gaurela-pendra-marwahi,Tier 3,3,10,66,76
2025-12-11,Uttar Pradesh,Hapur,Tier 3,9,41,415,456
2025-10-19,Madhya Pradesh,Dindori,Tier 3,6,16,82,98
2025-10-19,Nagaland,Kohima,Tier 3,5,9,25,34
2025-10-27,Jharkhand,Khunti,Tier 3,5,3,79,82
2025-10-30,Chhattisgarh,Bemetara,Tier 3,2,2,168,170
2025-10-30,Madhya Pradesh,Jhabua,Tier 3,9,18,340,358
2025-10-26,Nagaland,Kohima,Tier 3,5,10,121,131
2025-11-29,Assam,Karbi Anglong,Tier 3,7,7,59,66
2025-10-22,Maharashtra,Palghar,Tier 3,5,2,35,37
2025-10-23,Bihar,Munger,Tier 3,7,1,15,16
2025-06-01,Delhi,East Delhi,Tier 1,4,3088,20071,23159
2025-11-06,Mizoram,Saiha,Tier 3,2,2,17,19
2025-11-18,Odisha,Nuapada,Tier 3,5,38,101,139
2025-11-02,Jammu and Kashmir,Reasi,Tier 3,4,6,27,33
2025-10-29,Mizoram,Mamit,Tier 3,4,6,26,32
2025-10-31,Chhattisgarh,Kondagaon,Tier 3,6,29,659,688
2025-11-18,Bihar,Kishanganj,Tier 3,2,2,37,39
2025-11-25,Chhattisgarh,Mungeli,Tier 3,6,2,176,178
